name,username,description,location,followers,numberstatuses,time,tweets
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 04:49,Couple of the tweets gives you an idea of the situation at that time.. http://t.co/Y6bNsEVSuS/s/G2Wb
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 06:07,"What happened to all the AQAP leaders? Story of a mubahala
By abu bilal al Yemeni (IS Yemen) http://t.co/iTMDnlY6ZP/s/xa5U"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 11:43,"Islamic state
Wilaya alanbar
Dead apostates prisoners executed West of Khalidiya
http://t.co/usEiyB0xqN/s/FWxZ http://t.co/ppqVRVRukU/s/80lK"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 11:44,"@update_my_info: #دولة_الخلافة
#ولاية_دمشق
الثمار في مدينة القريتي"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 11:44,"ن
http://t.co/rhlEbnE6ZB/s/DYUJ http://t.co/ojCjIrAwxk/s/mLcE"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 12:58,"@1436RpG: Coming soon...
Wilayat Kirkuk http://t.co/zwJUJ2IjNl/s/q01j"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:01,"@AK47_PK: Coming soon...
Wilayat Kirkuk http://t.co/zwJUJ2ZVbV/s/q01j"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:15,"@Mustafaklashin7: Correction: while ghouta is besieged, allloush is eating in a restaurant in Amman (Jordan)"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:18,"Islamic state 
Wilaya sinai
Destroying cigarettes in the land cigarettes were invented egypt
https://t.co/eTImGpeC8G/s/6kHs..."
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:30,Al jazeera source of recruitment for IS?! 😯You know the same chann
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:30,el that had interview with Jowlani http://t.co/zBqJFqjTWC/s/lw9o
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:30,"@JoinISNation78: #IS #WilayatHims #Syria
Side of the works of Hisba"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:31,. 📷 https://t.co/vMbMC7vknY/s/B_S0 http://t.co/j8JSnbHk81/s/PYj5
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:49,"ولاية_كركوك

الآن الآن جاء القتال ᴴᴰ
#يوتيوب✔
https://t.co/PubigNDT"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 13:49,eV/s/HtVd http://t.co/8fksuAyrCU/s/K1kK
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:06,Shame on you Arabs;Shame on you Islamic countries Shame on you Gulf countries You're no less than#Assad Syria https://t.co/ITW4lOrXA8/s/BjNS
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:08,"La hawla walā quwwata illā billah.

AQAP betrayed from their own al"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:08,"ly the taghūt Hādī, abt 100 killed, tens captured &amp; injured by Hout"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:09,hīs
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:13,Those poor children lost their parents only to be taken in by killers liars thieves terrorists and traitors. What good can come out of it
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:23,الدولة_الإسلامية کے خلاف #امریکہ کی #القاعدة کی مدد پر #انصاراللہ ا
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:23,"ردو کا تبصرہ
http://t.co/EzBdHD6Xqm/s/Wj4V
#داعش http://t.co/4J1uKo"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:24,R08o/s/q8SJ
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:46,"NEW strategy of the US, Assad to advance from homs with Russian support and pkk from birth raqqa with US support."
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 14:55,"@abubakrmuwahid: Sahwat withdraw from an area inside #Marea as IS advances 

https://t.co/sDYpp9wxK3/s/6EcY"
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 15:46,#حمص | #الدولة_الاسلامية نے اسدی فورسز کے ساتھـ جھڑپوں کے بعد جزل ا
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 15:46,ٓئل فیلڈ کے کچھـ حصوں پر کنٹرول کرلیا ہے۔
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 15:48,Al-Shabab takes control of two towns in Somalia http://t.co/IkqRxIlODN/s/oGTD http://t.co/FV1mg3gnF4/s/BTDk
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 16:42,@Jazrawi_Ouud: Turkish soldier kidnapped thought to be taken by smugglers and not Islamic state #Turkey http://t.co/f81N3lyT6I/s/3bk-
IS_BAQIYA,BaqiyaIs,,,25,471,09-05-2015 16:48,@AK47_PK: @AlArabiya_Eng: Ten #Saudi soldiers killed near #Yemeni border http://t.co/2FQdsY6xER/s/hnLF http://t.co/AOvplApWP2/s/7rRR
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 19:02,@jtmharreh That's an untold story. A painful reality
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 19:10,"@BintRosie34 Our Prophet, has ordered us to fight you till you worship Allah Alone or give Jizya, He who withholds the Jizya is an (1)"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 19:15,"@BintRosie34 forgot to put this """" in my tweets. Lol.."
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 19:19,@BintRosie34 IS was mentioned about Jizya after they conquered Mosul and IS was told them who want to stay under the caliphate must give it
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 19:23,@BintRosie34 Yeah madkhalis also against this all out. This is Caliphate upon Prophet methodology not upon obama methodology lol..
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 19:25,@BintRosie34 it would be on main page of report or papers if IS save nuns from safavids or nusayris. Lol
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 20:40,"@BintRosie34 because they don't want to accept the sharia because they know they can't spread their stupid religion, practice publicly (1)"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 20:43,@BintRosie34 they were discovered and learnt that IS would be destroy all the crosses in IS area and change a church in to a dawah hall (2)
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 21:02,"Institution of the cubs of the Caliphate in wilayat #Alkhayr #DeirEzzor
http://t.co/0olTZGSjfQ http://t.co/iBQpcDpM8p"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 21:03,@Jazrawi_Ouud This is a critic from Abu Abdullah As Shami?
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-05-2015 21:09,"@striv3ric I think he ""abu abdullah shami"" who made mubahala wit Sh Adnani. Since Allāh was invoked HIS curse upon them,they weren't on haqq"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-06-2015 20:41,A beautiful scenery can be seen on this picture. One of the bridges in #Mosul. City of Caliphate #IslamicState http://t.co/ddxeoxATxm
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-06-2015 20:57,"Humanity only belong to kuffar. It's humanity if kuffar carried out a genocides on Muslims. 
https://t.co/otO2YqG8xA"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-06-2015 20:58,RT @RamiAlLolah: #Drones footage taken prior an #ISIS massive VBIED attack on an #Iraq|i army barrack.. http://t.co/Yc1Q1c081T
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-06-2015 22:15,RT @sakirkhader: Shocking footage apparently shows the bodies of several tied and tortured #IS|#ISIS prisoners in a #Iraq|i jail. &gt; http://…
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-07-2015 16:25,"Liwa Thuwwar Syria going to begin a battle in AlLajat against #IslamicState
https://t.co/Fm1iTwk0Z8"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-07-2015 16:43,@Jazrawi_Ouud I thought this was the beginning of their suffering in the facing of death @zaheralali00
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-07-2015 18:00,@_mafalde_ Jazakallahu akh
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-07-2015 18:03,"RT @The_Joker_DC: Came to the wrong Manor 
😂 http://t.co/YrY5dUeZH4"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-08-2015 08:03,RT @RamiAlLolah: Happens only in the pathetic Western media: the Terrorist Dogs transform into Rebels! #Turkey #PKK #TwitterKurds https://t…
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,09-08-2015 08:04,RT @RamiAlLolah: #Washington's tail; the head of #HDP threatens #Ankara he will turn #Turkey into another #Syria.. #PKK #TwitterKurds https…
abu baker aldimashqi,abubakerdimshqi,,,119,274,09-08-2015 22:46,RT @MuslimPrisoners: Mainstream media reporting that @anjemchoudary has 10 bail conditions http://t.co/zFfUWyCG11
abu baker aldimashqi,abubakerdimshqi,,,119,273,09-08-2015 22:51,"thx God, our lovely Shiekh is free 
wish to meet you soon teacher and wish the freedom for all brothers in preson https://t.co/dhXRSgCWUR"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 06:32,"Sh Abu Mus'ab Az Zarqawi Rahimahullāh while he's a leader of Tandhim Tawheed wal Jihad beheading an american. Enjoy
https://t.co/rBRMmFR2Wu"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 06:47,Martyrdom operation by Akhi Abu Turab Al Jazrawi in Wilayat #SalahEdDeen. May Allāh accept and high his rank. http://t.co/dxM7yiJ9rE
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 06:47,"@YazeedDhardaa25 watch video
https://t.co/UY7nmWo4XM
https://t.co/AKzQYMuvfo"
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 13:04,@FujioMaiko listen carefully to the 1st nasheed in this vid Remember the series of IS vid featuring Sh Umar in DEZ Nawafid Min Ard AlMalahem
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 13:12,@FujioMaiko It's makes me remember Abu Shuaib Al Libi and Abu Ayyub Al Libi.
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 13:33,Two martyrdom operations conducted in vicinity of #DeirEzzor Airport following with the massive attacks by the fighters of #IslamicState
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 13:40,@FujioMaiko yeah. Gazwat of Al Khayr before the Jan13. Then they came back to Aleppo.
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 13:49,@FujioMaiko akhi give me a link of nasheed that featuring in Return of gold dinar.
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 13:55,@FujioMaiko YT link?
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 18:04,@IsabatuBaghdadi Jazakallahu akhi @FujioMaiko @TruthFulFamily2
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 18:05,@FujioMaiko I know you can search it for me ya akhi abu nasheed
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 18:05,@FujioMaiko Jazakallahu akhi
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 18:30,@jtmharreh a lion that thirsting a safavid's bloods with his silencer.
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 18:42,It was a year after the released of Saleel As Sawarim 4.. I hope the 5th version will coming soon.
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,823,127,09-09-2015 18:56,RT @RamiAlLolah: #Facebook page of Ole Johan Ofstad from #Norway who #ISIS demands a ransom for his release: https://t.co/ujK4onj5Td http:/…
